Country,State,Year,Month,Name Of The Fertilizer Used,"Required Fertilizer Quantity (UOM:MT(MetricTonne)), Scaling Factor:1","Available Fertilizer Quantity (UOM:MT(MetricTonne)), Scaling Factor:1"
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2014","August, 2014",Triple superphosphate,0.00,8443.85
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2014","August, 2014",UREA,0.00,67091.10
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2014","August, 2014","nitrogen, phosphorus, and potassium",0.00,26281.75
India,Maharashtra,"Financial Year (Apr - Mar), 2014","August, 2014",Diammonium Phosphate,0.00,7008.70
India,Maharashtra,"Financial Year (Apr - Mar), 2014","August, 2014",Monoammonium Phosphate,0.00,0.00
India,Maharashtra,"Financial Year (Apr - Mar), 2014","August, 2014",Muriate of Potash (MOP) or Potassium Chloride,0.00,23813.30
India,Maharashtra,"Financial Year (Apr - Mar), 2014","August, 2014",Triple superphosphate,0.00,0.00
India,Maharashtra,"Financial Year (Apr - Mar), 2014","August, 2014",UREA,0.00,72153.18
India,Maharashtra,"Financial Year (Apr - Mar), 2014","August, 2014","nitrogen, phosphorus, and potassium",0.00,56048.51
India,Manipur,"Financial Year (Apr - Mar), 2014","August, 2014",Diammonium Phosphate,0.00,0.00
India,Manipur,"Financial Year (Apr - Mar), 2014","August, 2014",Monoammonium Phosphate,0.00,0.00
India,Manipur,"Financial Year (Apr - Mar), 2014","August, 2014",Muriate of Potash (MOP) or Potassium Chloride,0.00,0.00
India,Manipur,"Financial Year (Apr - Mar), 2014","August, 2014",Triple superphosphate,0.00,0.00
India,Manipur,"Financial Year (Apr - Mar), 2014","August, 2014",UREA,0.00,0.00
India,Manipur,"Financial Year (Apr - Mar), 2014","August, 2014","nitrogen, phosphorus, and potassium",0.00,0.00
India,Meghalaya,"Financial Year (Apr - Mar), 2014","August, 2014",Diammonium Phosphate,0.00,100.00
India,Meghalaya,"Financial Year (Apr - Mar), 2014","August, 2014",Monoammonium Phosphate,0.00,0.00
India,Meghalaya,"Financial Year (Apr - Mar), 2014","August, 2014",Muriate of Potash (MOP) or Potassium Chloride,0.00,0.00
India,Meghalaya,"Financial Year (Apr - Mar), 2014","August, 2014",Triple superphosphate,0.00,0.00
India,Meghalaya,"Financial Year (Apr - Mar), 2014","August, 2014",UREA,0.00,0.00
India,Meghalaya,"Financial Year (Apr - Mar), 2014","August, 2014","nitrogen, phosphorus, and potassium",0.00,100.00
India,Mizoram,"Financial Year (Apr - Mar), 2014","August, 2014",Diammonium Phosphate,0.00,0.00
India,Mizoram,"Financial Year (Apr - Mar), 2014","August, 2014",Monoammonium Phosphate,0.00,0.00
India,Mizoram,"Financial Year (Apr - Mar), 2014","August, 2014",Muriate of Potash (MOP) or Potassium Chloride,0.00,0.00
India,Mizoram,"Financial Year (Apr - Mar), 2014","August, 2014",Triple superphosphate,0.00,0.00
India,Mizoram,"Financial Year (Apr - Mar), 2014","August, 2014",UREA,0.00,0.00
India,Mizoram,"Financial Year (Apr - Mar), 2014","August, 2014","nitrogen, phosphorus, and potassium",0.00,0.00
India,Nagaland,"Financial Year (Apr - Mar), 2014","August, 2014",Diammonium Phosphate,0.00,0.00
India,Nagaland,"Financial Year (Apr - Mar), 2014","August, 2014",Monoammonium Phosphate,0.00,10.00
India,Nagaland,"Financial Year (Apr - Mar), 2014","August, 2014",Muriate of Potash (MOP) or Potassium Chloride,0.00,0.00
India,Nagaland,"Financial Year (Apr - Mar), 2014","August, 2014",Triple superphosphate,0.00,0.00
India,Nagaland,"Financial Year (Apr - Mar), 2014","August, 2014",UREA,0.00,0.00
India,Nagaland,"Financial Year (Apr - Mar), 2014","August, 2014","nitrogen, phosphorus, and potassium",0.00,0.00
India,Odisha,"Financial Year (Apr - Mar), 2014","August, 2014",Diammonium Phosphate,0.00,22161.10
India,Odisha,"Financial Year (Apr - Mar), 2014","August, 2014",Monoammonium Phosphate,0.00,0.00
India,Odisha,"Financial Year (Apr - Mar), 2014","August, 2014",Muriate of Potash (MOP) or Potassium Chloride,0.00,4134.60
India,Odisha,"Financial Year (Apr - Mar), 2014","August, 2014",Triple superphosphate,0.00,0.00
India,Odisha,"Financial Year (Apr - Mar), 2014","August, 2014",UREA,0.00,30034.75
India,Odisha,"Financial Year (Apr - Mar), 2014","August, 2014","nitrogen, phosphorus, and potassium",0.00,14070.75
India,Puducherry,"Financial Year (Apr - Mar), 2014","August, 2014",Diammonium Phosphate,0.00,0.00
India,Puducherry,"Financial Year (Apr - Mar), 2014","August, 2014",Monoammonium Phosphate,0.00,0.00
India,Puducherry,"Financial Year (Apr - Mar), 2014","August, 2014",Muriate of Potash (MOP) or Potassium Chloride,0.00,12.00
India,Puducherry,"Financial Year (Apr - Mar), 2014","August, 2014",Triple superphosphate,0.00,0.00
India,Puducherry,"Financial Year (Apr - Mar), 2014","August, 2014",UREA,0.00,5.00
India,Puducherry,"Financial Year (Apr - Mar), 2014","August, 2014","nitrogen, phosphorus, and potassium",0.00,35.00
India,Punjab,"Financial Year (Apr - Mar), 2014","August, 2014",Diammonium Phosphate,0.00,10699.10
India,Punjab,"Financial Year (Apr - Mar), 2014","August, 2014",Monoammonium Phosphate,0.00,0.00
India,Punjab,"Financial Year (Apr - Mar), 2014","August, 2014",Muriate of Potash (MOP) or Potassium Chloride,0.00,4278.45
India,Punjab,"Financial Year (Apr - Mar), 2014","August, 2014",Triple superphosphate,0.00,3355.30
India,Punjab,"Financial Year (Apr - Mar), 2014","August, 2014",UREA,0.00,18756.60
India,Punjab,"Financial Year (Apr - Mar), 2014","August, 2014","nitrogen, phosphorus, and potassium",0.00,1350.65
India,Rajasthan,"Financial Year (Apr - Mar), 2014","August, 2014",Diammonium Phosphate,0.00,12236.95
India,Rajasthan,"Financial Year (Apr - Mar), 2014","August, 2014",Monoammonium Phosphate,0.00,0.00
India,Rajasthan,"Financial Year (Apr - Mar), 2014","August, 2014",Muriate of Potash (MOP) or Potassium Chloride,0.00,1826.30
India,Rajasthan,"Financial Year (Apr - Mar), 2014","August, 2014",Triple superphosphate,0.00,3526.25
India,Rajasthan,"Financial Year (Apr - Mar), 2014","August, 2014",UREA,0.00,30402.95
India,Rajasthan,"Financial Year (Apr - Mar), 2014","August, 2014","nitrogen, phosphorus, and potassium",0.00,396.65
India,Tamil Nadu,"Financial Year (Apr - Mar), 2014","August, 2014",Diammonium Phosphate,0.00,5926.10
India,Tamil Nadu,"Financial Year (Apr - Mar), 2014","August, 2014",Monoammonium Phosphate,0.00,0.00
India,Tamil Nadu,"Financial Year (Apr - Mar), 2014","August, 2014",Muriate of Potash (MOP) or Potassium Chloride,0.00,2846.20
India,Tamil Nadu,"Financial Year (Apr - Mar), 2014","August, 2014",Triple superphosphate,0.00,0.00
India,Tamil Nadu,"Financial Year (Apr - Mar), 2014","August, 2014",UREA,0.00,305.90
India,Tamil Nadu,"Financial Year (Apr - Mar), 2014","August, 2014","nitrogen, phosphorus, and potassium",0.00,33403.52
India,Telangana,"Financial Year (Apr - Mar), 2014","August, 2014",Diammonium Phosphate,32702.59740521392500000,12157.25599058308704660
India,Telangana,"Financial Year (Apr - Mar), 2014","August, 2014",Monoammonium Phosphate,0.00000000000000000,0.00000000000000000
India,Telangana,"Financial Year (Apr - Mar), 2014","August, 2014",Muriate of Potash (MOP) or Potassium Chloride,8720.69264139038000000,7806.06203681503625041
India,Telangana,"Financial Year (Apr - Mar), 2014","August, 2014",Single super Phosphate,13081.03896208557000000,0.00000000000000000
India,Telangana,"Financial Year (Apr - Mar), 2014","August, 2014",Triple superphosphate,0.00000000000000000,0.00000000000000000
India,Telangana,"Financial Year (Apr - Mar), 2014","August, 2014",UREA,65405.19481042785000000,22047.87315327919347550
India,Telangana,"Financial Year (Apr - Mar), 2014","August, 2014","nitrogen, phosphorus, and potassium",67149.33333870592600000,97781.96097648150623206
India,The Dadra And Nagar Haveli And Daman And Diu,"Financial Year (Apr - Mar), 2014","August, 2014",Diammonium Phosphate,0.00,0.00
India,The Dadra And Nagar Haveli And Daman And Diu,"Financial Year (Apr - Mar), 2014","August, 2014",Monoammonium Phosphate,0.00,0.00
India,The Dadra And Nagar Haveli And Daman And Diu,"Financial Year (Apr - Mar), 2014","August, 2014",Muriate of Potash (MOP) or Potassium Chloride,0.00,0.00
India,The Dadra And Nagar Haveli And Daman And Diu,"Financial Year (Apr - Mar), 2014","August, 2014",Triple superphosphate,0.00,0.00
India,The Dadra And Nagar Haveli And Daman And Diu,"Financial Year (Apr - Mar), 2014","August, 2014",UREA,0.00,15.55
India,The Dadra And Nagar Haveli And Daman And Diu,"Financial Year (Apr - Mar), 2014","August, 2014","nitrogen, phosphorus, and potassium",0.00,16.85
India,Tripura,"Financial Year (Apr - Mar), 2014","August, 2014",Diammonium Phosphate,0.00,3.25
India,Tripura,"Financial Year (Apr - Mar), 2014","August, 2014",Monoammonium Phosphate,0.00,0.00
India,Tripura,"Financial Year (Apr - Mar), 2014","August, 2014",Muriate of Potash (MOP) or Potassium Chloride,0.00,0.00
India,Tripura,"Financial Year (Apr - Mar), 2014","August, 2014",Triple superphosphate,0.00,0.00
India,Tripura,"Financial Year (Apr - Mar), 2014","August, 2014",UREA,0.00,2163.50
India,Tripura,"Financial Year (Apr - Mar), 2014","August, 2014","nitrogen, phosphorus, and potassium",0.00,3.75
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2014","August, 2014",Diammonium Phosphate,0.00,180584.20
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2014","August, 2014",Monoammonium Phosphate,0.00,0.00
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2014","August, 2014",Muriate of Potash (MOP) or Potassium Chloride,0.00,3338.15
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2014","August, 2014",Triple superphosphate,0.00,16125.25
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2014","August, 2014",UREA,0.00,194357.00
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2014","August, 2014","nitrogen, phosphorus, and potassium",0.00,33745.65
India,Uttarakhand,"Financial Year (Apr - Mar), 2014","August, 2014",Diammonium Phosphate,0.00,168.30
India,Uttarakhand,"Financial Year (Apr - Mar), 2014","August, 2014",Monoammonium Phosphate,0.00,0.00
India,Uttarakhand,"Financial Year (Apr - Mar), 2014","August, 2014",Muriate of Potash (MOP) or Potassium Chloride,0.00,0.00
India,Uttarakhand,"Financial Year (Apr - Mar), 2014","August, 2014",Triple superphosphate,0.00,0.00
India,Uttarakhand,"Financial Year (Apr - Mar), 2014","August, 2014",UREA,0.00,2585.30
India,Uttarakhand,"Financial Year (Apr - Mar), 2014","August, 2014","nitrogen, phosphorus, and potassium",0.00,4318.55
India,West Bengal,"Financial Year (Apr - Mar), 2014","August, 2014",Diammonium Phosphate,12200.00,6213.24
India,West Bengal,"Financial Year (Apr - Mar), 2014","August, 2014",Monoammonium Phosphate,0.00,0.00
India,West Bengal,"Financial Year (Apr - Mar), 2014","August, 2014",Muriate of Potash (MOP) or Potassium Chloride,7500.00,7046.90
India,West Bengal,"Financial Year (Apr - Mar), 2014","August, 2014",Triple superphosphate,0.00,7377.55
India,West Bengal,"Financial Year (Apr - Mar), 2014","August, 2014",UREA,58000.00,31973.23
India,West Bengal,"Financial Year (Apr - Mar), 2014","August, 2014","nitrogen, phosphorus, and potassium",18400.00,52984.23
India,Andaman And Nicobar Islands,"Financial Year (Apr - Mar), 2014","July, 2014",Diammonium Phosphate,0.00,0.00
India,Andaman And Nicobar Islands,"Financial Year (Apr - Mar), 2014","July, 2014",Monoammonium Phosphate,0.00,0.00
India,Andaman And Nicobar Islands,"Financial Year (Apr - Mar), 2014","July, 2014",Muriate of Potash (MOP) or Potassium Chloride,0.00,0.00
India,Andaman And Nicobar Islands,"Financial Year (Apr - Mar), 2014","July, 2014",Triple superphosphate,0.00,0.00
India,Andaman And Nicobar Islands,"Financial Year (Apr - Mar), 2014","July, 2014",UREA,0.00,0.00
India,Andaman And Nicobar Islands,"Financial Year (Apr - Mar), 2014","July, 2014","nitrogen, phosphorus, and potassium",0.00,0.00
India,Andhra Pradesh,"Financial Year (Apr - Mar), 2014","July, 2014",Diammonium Phosphate,28198.26839652405000000,8747.49763235931164670
India,Andhra Pradesh,"Financial Year (Apr - Mar), 2014","July, 2014",Monoammonium Phosphate,0.00000000000000000,0.00000000000000000
India,Andhra Pradesh,"Financial Year (Apr - Mar), 2014","July, 2014",Muriate of Potash (MOP) or Potassium Chloride,16918.96103791443000000,10499.59139952365418864
India,Andhra Pradesh,"Financial Year (Apr - Mar), 2014","July, 2014",Single super Phosphate,16918.96103791443000000,0.00000000000000000
India,Andhra Pradesh,"Financial Year (Apr - Mar), 2014","July, 2014",Triple superphosphate,0.00000000000000000,0.00000000000000000
India,Andhra Pradesh,"Financial Year (Apr - Mar), 2014","July, 2014",UREA,84594.80518957215000000,15633.48657652208813265
India,Andhra Pradesh,"Financial Year (Apr - Mar), 2014","July, 2014","nitrogen, phosphorus, and potassium",50756.88311374329000000,56746.66905207405982404
India,Arunachal Pradesh,"Financial Year (Apr - Mar), 2014","July, 2014",Diammonium Phosphate,0.00,0.00
India,Arunachal Pradesh,"Financial Year (Apr - Mar), 2014","July, 2014",Monoammonium Phosphate,0.00,0.00
India,Arunachal Pradesh,"Financial Year (Apr - Mar), 2014","July, 2014",Muriate of Potash (MOP) or Potassium Chloride,0.00,0.00
India,Arunachal Pradesh,"Financial Year (Apr - Mar), 2014","July, 2014",Triple superphosphate,0.00,0.00
India,Arunachal Pradesh,"Financial Year (Apr - Mar), 2014","July, 2014",UREA,0.00,0.00
India,Arunachal Pradesh,"Financial Year (Apr - Mar), 2014","July, 2014","nitrogen, phosphorus, and potassium",0.00,0.00
India,Assam,"Financial Year (Apr - Mar), 2014","July, 2014",Diammonium Phosphate,0.00,1032.75
India,Assam,"Financial Year (Apr - Mar), 2014","July, 2014",Monoammonium Phosphate,0.00,0.00
India,Assam,"Financial Year (Apr - Mar), 2014","July, 2014",Muriate of Potash (MOP) or Potassium Chloride,0.00,3990.30
India,Assam,"Financial Year (Apr - Mar), 2014","July, 2014",Single super Phosphate,0.00,0.00
India,Assam,"Financial Year (Apr - Mar), 2014","July, 2014",Triple superphosphate,0.00,0.00
India,Assam,"Financial Year (Apr - Mar), 2014","July, 2014",UREA,0.00,901.40
India,Assam,"Financial Year (Apr - Mar), 2014","July, 2014","nitrogen, phosphorus, and potassium",0.00,394.15
India,Bihar,"Financial Year (Apr - Mar), 2014","July, 2014",Diammonium Phosphate,0.00,11133.00
India,Bihar,"Financial Year (Apr - Mar), 2014","July, 2014",Monoammonium Phosphate,0.00,0.00
India,Bihar,"Financial Year (Apr - Mar), 2014","July, 2014",Muriate of Potash (MOP) or Potassium Chloride,0.00,6402.50
India,Bihar,"Financial Year (Apr - Mar), 2014","July, 2014",Single super Phosphate,0.00,0.00
India,Bihar,"Financial Year (Apr - Mar), 2014","July, 2014",Triple superphosphate,0.00,7673.75
India,Bihar,"Financial Year (Apr - Mar), 2014","July, 2014",UREA,0.00,6046.60
India,Bihar,"Financial Year (Apr - Mar), 2014","July, 2014","nitrogen, phosphorus, and potassium",0.00,6636.65
India,Chhattisgarh,"Financial Year (Apr - Mar), 2014","July, 2014",Diammonium Phosphate,0.00,5095.85
India,Chhattisgarh,"Financial Year (Apr - Mar), 2014","July, 2014",Monoammonium Phosphate,0.00,0.00
India,Chhattisgarh,"Financial Year (Apr - Mar), 2014","July, 2014",Muriate of Potash (MOP) or Potassium Chloride,0.00,10656.10
India,Chhattisgarh,"Financial Year (Apr - Mar), 2014","July, 2014",Single super Phosphate,0.00,0.00
India,Chhattisgarh,"Financial Year (Apr - Mar), 2014","July, 2014",Triple superphosphate,0.00,3858.25
India,Chhattisgarh,"Financial Year (Apr - Mar), 2014","July, 2014",UREA,0.00,8629.90
India,Chhattisgarh,"Financial Year (Apr - Mar), 2014","July, 2014","nitrogen, phosphorus, and potassium",0.00,5240.75
India,Delhi,"Financial Year (Apr - Mar), 2014","July, 2014",Diammonium Phosphate,0.00,0.00
India,Delhi,"Financial Year (Apr - Mar), 2014","July, 2014",Monoammonium Phosphate,0.00,0.00
India,Delhi,"Financial Year (Apr - Mar), 2014","July, 2014",Muriate of Potash (MOP) or Potassium Chloride,0.00,0.00
India,Delhi,"Financial Year (Apr - Mar), 2014","July, 2014",Triple superphosphate,0.00,0.00
India,Delhi,"Financial Year (Apr - Mar), 2014","July, 2014",UREA,0.00,0.00
India,Delhi,"Financial Year (Apr - Mar), 2014","July, 2014","nitrogen, phosphorus, and potassium",0.00,0.00
India,Goa,"Financial Year (Apr - Mar), 2014","July, 2014",Diammonium Phosphate,0.00,28.80
India,Goa,"Financial Year (Apr - Mar), 2014","July, 2014",Monoammonium Phosphate,0.00,0.00
India,Goa,"Financial Year (Apr - Mar), 2014","July, 2014",Muriate of Potash (MOP) or Potassium Chloride,0.00,0.00
India,Goa,"Financial Year (Apr - Mar), 2014","July, 2014",Triple superphosphate,0.00,0.00
India,Goa,"Financial Year (Apr - Mar), 2014","July, 2014",UREA,0.00,0.00
India,Goa,"Financial Year (Apr - Mar), 2014","July, 2014","nitrogen, phosphorus, and potassium",0.00,5.50
India,Gujarat,"Financial Year (Apr - Mar), 2014","July, 2014",Diammonium Phosphate,0.00,11318.43
India,Gujarat,"Financial Year (Apr - Mar), 2014","July, 2014",Monoammonium Phosphate,0.00,0.00
India,Gujarat,"Financial Year (Apr - Mar), 2014","July, 2014",Muriate of Potash (MOP) or Potassium Chloride,0.00,14578.30
India,Gujarat,"Financial Year (Apr - Mar), 2014","July, 2014",Triple superphosphate,0.00,6313.85
India,Gujarat,"Financial Year (Apr - Mar), 2014","July, 2014",UREA,0.00,4279.24
India,Gujarat,"Financial Year (Apr - Mar), 2014","July, 2014","nitrogen, phosphorus, and potassium",0.00,15643.66
India,Haryana,"Financial Year (Apr - Mar), 2014","July, 2014",Diammonium Phosphate,0.00,6367.65
India,Haryana,"Financial Year (Apr - Mar), 2014","July, 2014",Monoammonium Phosphate,0.00,0.00
India,Haryana,"Financial Year (Apr - Mar), 2014","July, 2014",Muriate of Potash (MOP) or Potassium Chloride,0.00,0.00
India,Haryana,"Financial Year (Apr - Mar), 2014","July, 2014",Triple superphosphate,0.00,0.00
India,Haryana,"Financial Year (Apr - Mar), 2014","July, 2014",UREA,0.00,10280.60
India,Haryana,"Financial Year (Apr - Mar), 2014","July, 2014","nitrogen, phosphorus, and potassium",0.00,1056.90
India,Himachal Pradesh,"Financial Year (Apr - Mar), 2014","July, 2014",Diammonium Phosphate,0.00,109.80
India,Himachal Pradesh,"Financial Year (Apr - Mar), 2014","July, 2014",Monoammonium Phosphate,0.00,0.00
India,Himachal Pradesh,"Financial Year (Apr - Mar), 2014","July, 2014",Muriate of Potash (MOP) or Potassium Chloride,0.00,0.00
India,Himachal Pradesh,"Financial Year (Apr - Mar), 2014","July, 2014",Triple superphosphate,0.00,0.00
India,Himachal Pradesh,"Financial Year (Apr - Mar), 2014","July, 2014",UREA,0.00,7.50
India,Himachal Pradesh,"Financial Year (Apr - Mar), 2014","July, 2014","nitrogen, phosphorus, and potassium",0.00,0.00
India,Jammu And Kashmir,"Financial Year (Apr - Mar), 2014","July, 2014",Diammonium Phosphate,0.00000000000000000,2353.33498883403892755
India,Jammu And Kashmir,"Financial Year (Apr - Mar), 2014","July, 2014",Monoammonium Phosphate,0.00000000000000000,0.00000000000000000
India,Jammu And Kashmir,"Financial Year (Apr - Mar), 2014","July, 2014",Muriate of Potash (MOP) or Potassium Chloride,0.00000000000000000,778.72113817619376465
India,Jammu And Kashmir,"Financial Year (Apr - Mar), 2014","July, 2014",Triple superphosphate,0.00000000000000000,0.00000000000000000
India,Jammu And Kashmir,"Financial Year (Apr - Mar), 2014","July, 2014",UREA,0.00000000000000000,9273.28430240726688615
India,Jammu And Kashmir,"Financial Year (Apr - Mar), 2014","July, 2014","nitrogen, phosphorus, and potassium",0.00000000000000000,257.67118034496369510
India,Jharkhand,"Financial Year (Apr - Mar), 2014","July, 2014",Diammonium Phosphate,7500.00,589.10
India,Jharkhand,"Financial Year (Apr - Mar), 2014","July, 2014",Monoammonium Phosphate,0.00,0.00
India,Jharkhand,"Financial Year (Apr - Mar), 2014","July, 2014",Muriate of Potash (MOP) or Potassium Chloride,0.00,0.00
India,Jharkhand,"Financial Year (Apr - Mar), 2014","July, 2014",Triple superphosphate,0.00,0.00
India,Jharkhand,"Financial Year (Apr - Mar), 2014","July, 2014",UREA,20000.00,4994.50
India,Jharkhand,"Financial Year (Apr - Mar), 2014","July, 2014","nitrogen, phosphorus, and potassium",2500.00,579.35
India,Karnataka,"Financial Year (Apr - Mar), 2014","July, 2014",Diammonium Phosphate,43000.00,17507.45
India,Karnataka,"Financial Year (Apr - Mar), 2014","July, 2014",Monoammonium Phosphate,0.00,0.00
India,Karnataka,"Financial Year (Apr - Mar), 2014","July, 2014",Muriate of Potash (MOP) or Potassium Chloride,18000.00,9674.52
India,Karnataka,"Financial Year (Apr - Mar), 2014","July, 2014",Single super Phosphate,20000.00,0.00
India,Karnataka,"Financial Year (Apr - Mar), 2014","July, 2014",Triple superphosphate,0.00,11905.40
India,Karnataka,"Financial Year (Apr - Mar), 2014","July, 2014",UREA,61000.00,21500.12
India,Karnataka,"Financial Year (Apr - Mar), 2014","July, 2014","nitrogen, phosphorus, and potassium",75000.00,98479.18
India,Kerala,"Financial Year (Apr - Mar), 2014","July, 2014",Diammonium Phosphate,0.00,851.45
India,Kerala,"Financial Year (Apr - Mar), 2014","July, 2014",Monoammonium Phosphate,0.00,0.00
India,Kerala,"Financial Year (Apr - Mar), 2014","July, 2014",Muriate of Potash (MOP) or Potassium Chloride,0.00,38.75
India,Kerala,"Financial Year (Apr - Mar), 2014","July, 2014",Triple superphosphate,0.00,3156.75
India,Kerala,"Financial Year (Apr - Mar), 2014","July, 2014",UREA,0.00,18.10
India,Kerala,"Financial Year (Apr - Mar), 2014","July, 2014","nitrogen, phosphorus, and potassium",0.00,19797.16
India,Ladakh,"Financial Year (Apr - Mar), 2014","July, 2014",Diammonium Phosphate,0.000000000000000000,58.715011165960831245
India,Ladakh,"Financial Year (Apr - Mar), 2014","July, 2014",Monoammonium Phosphate,0.000000000000000000,0.000000000000000000
India,Ladakh,"Financial Year (Apr - Mar), 2014","July, 2014",Muriate of Potash (MOP) or Potassium Chloride,0.000000000000000000,19.428861823806155535
India,Ladakh,"Financial Year (Apr - Mar), 2014","July, 2014",Triple superphosphate,0.000000000000000000,0.000000000000000000
India,Ladakh,"Financial Year (Apr - Mar), 2014","July, 2014",UREA,0.000000000000000000,231.365697592732163385
India,Ladakh,"Financial Year (Apr - Mar), 2014","July, 2014","nitrogen, phosphorus, and potassium",0.000000000000000000,6.428819655036278490
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2014","July, 2014",Diammonium Phosphate,0.00,40676.12
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2014","July, 2014",Monoammonium Phosphate,0.00,0.00
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2014","July, 2014",Muriate of Potash (MOP) or Potassium Chloride,0.00,9103.30
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2014","July, 2014",Triple superphosphate,0.00,8443.85
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2014","July, 2014",UREA,0.00,16225.60
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2014","July, 2014","nitrogen, phosphorus, and potassium",0.00,20844.80
India,Maharashtra,"Financial Year (Apr - Mar), 2014","July, 2014",Diammonium Phosphate,0.00,1960.35
India,Maharashtra,"Financial Year (Apr - Mar), 2014","July, 2014",Monoammonium Phosphate,0.00,0.00
India,Maharashtra,"Financial Year (Apr - Mar), 2014","July, 2014",Muriate of Potash (MOP) or Potassium Chloride,0.00,31522.80
India,Maharashtra,"Financial Year (Apr - Mar), 2014","July, 2014",Triple superphosphate,0.00,0.00
India,Maharashtra,"Financial Year (Apr - Mar), 2014","July, 2014",UREA,0.00,12377.23
India,Maharashtra,"Financial Year (Apr - Mar), 2014","July, 2014","nitrogen, phosphorus, and potassium",0.00,48324.91
India,Manipur,"Financial Year (Apr - Mar), 2014","July, 2014",Diammonium Phosphate,0.00,0.00
India,Manipur,"Financial Year (Apr - Mar), 2014","July, 2014",Monoammonium Phosphate,0.00,0.00
India,Manipur,"Financial Year (Apr - Mar), 2014","July, 2014",Muriate of Potash (MOP) or Potassium Chloride,0.00,0.00
India,Manipur,"Financial Year (Apr - Mar), 2014","July, 2014",Triple superphosphate,0.00,0.00
India,Manipur,"Financial Year (Apr - Mar), 2014","July, 2014",UREA,0.00,0.00
India,Manipur,"Financial Year (Apr - Mar), 2014","July, 2014","nitrogen, phosphorus, and potassium",0.00,0.00
India,Meghalaya,"Financial Year (Apr - Mar), 2014","July, 2014",Diammonium Phosphate,0.00,0.00
India,Meghalaya,"Financial Year (Apr - Mar), 2014","July, 2014",Monoammonium Phosphate,0.00,0.00
India,Meghalaya,"Financial Year (Apr - Mar), 2014","July, 2014",Muriate of Potash (MOP) or Potassium Chloride,0.00,0.00
India,Meghalaya,"Financial Year (Apr - Mar), 2014","July, 2014",Triple superphosphate,0.00,0.00
India,Meghalaya,"Financial Year (Apr - Mar), 2014","July, 2014",UREA,0.00,0.00
India,Meghalaya,"Financial Year (Apr - Mar), 2014","July, 2014","nitrogen, phosphorus, and potassium",0.00,0.00
India,Mizoram,"Financial Year (Apr - Mar), 2014","July, 2014",Diammonium Phosphate,0.00,0.00
India,Mizoram,"Financial Year (Apr - Mar), 2014","July, 2014",Monoammonium Phosphate,0.00,0.00
India,Mizoram,"Financial Year (Apr - Mar), 2014","July, 2014",Muriate of Potash (MOP) or Potassium Chloride,0.00,0.00
India,Mizoram,"Financial Year (Apr - Mar), 2014","July, 2014",Triple superphosphate,0.00,0.00
India,Mizoram,"Financial Year (Apr - Mar), 2014","July, 2014",UREA,0.00,0.00
India,Mizoram,"Financial Year (Apr - Mar), 2014","July, 2014","nitrogen, phosphorus, and potassium",0.00,0.00
India,Nagaland,"Financial Year (Apr - Mar), 2014","July, 2014",Diammonium Phosphate,0.00,10.00
India,Nagaland,"Financial Year (Apr - Mar), 2014","July, 2014",Monoammonium Phosphate,0.00,0.00
India,Nagaland,"Financial Year (Apr - Mar), 2014","July, 2014",Muriate of Potash (MOP) or Potassium Chloride,0.00,0.00
India,Nagaland,"Financial Year (Apr - Mar), 2014","July, 2014",Triple superphosphate,0.00,0.00
India,Nagaland,"Financial Year (Apr - Mar), 2014","July, 2014",UREA,0.00,0.00
India,Nagaland,"Financial Year (Apr - Mar), 2014","July, 2014","nitrogen, phosphorus, and potassium",0.00,0.00
India,Odisha,"Financial Year (Apr - Mar), 2014","July, 2014",Diammonium Phosphate,0.00,10341.05
India,Odisha,"Financial Year (Apr - Mar), 2014","July, 2014",Monoammonium Phosphate,0.00,0.00
India,Odisha,"Financial Year (Apr - Mar), 2014","July, 2014",Muriate of Potash (MOP) or Potassium Chloride,0.00,4939.90
India,Odisha,"Financial Year (Apr - Mar), 2014","July, 2014",Triple superphosphate,0.00,0.00
India,Odisha,"Financial Year (Apr - Mar), 2014","July, 2014",UREA,0.00,12375.15
India,Odisha,"Financial Year (Apr - Mar), 2014","July, 2014","nitrogen, phosphorus, and potassium",0.00,9720.60
India,Puducherry,"Financial Year (Apr - Mar), 2014","July, 2014",Diammonium Phosphate,0.00,0.00
India,Puducherry,"Financial Year (Apr - Mar), 2014","July, 2014",Monoammonium Phosphate,0.00,0.00
India,Puducherry,"Financial Year (Apr - Mar), 2014","July, 2014",Muriate of Potash (MOP) or Potassium Chloride,0.00,12.00
