Country,State,Year,Month,Name Of The Fertilizer Used,"Required Fertilizer Quantity (UOM:MT(MetricTonne)), Scaling Factor:1","Available Fertilizer Quantity (UOM:MT(MetricTonne)), Scaling Factor:1"
India,Maharashtra,"Financial Year (Apr - Mar), 2015","August, 2015",Muriate of Potash (MOP) or Potassium Chloride,0.00,50842.17
India,Maharashtra,"Financial Year (Apr - Mar), 2015","August, 2015",Single super Phosphate,0.00,0.00
India,Maharashtra,"Financial Year (Apr - Mar), 2015","August, 2015",Triple superphosphate,0.00,0.00
India,Maharashtra,"Financial Year (Apr - Mar), 2015","August, 2015",UREA,0.00,33893.10
India,Maharashtra,"Financial Year (Apr - Mar), 2015","August, 2015","nitrogen, phosphorus, and potassium",0.00,160777.65
India,Manipur,"Financial Year (Apr - Mar), 2015","August, 2015",Diammonium Phosphate,0.00,0.00
India,Manipur,"Financial Year (Apr - Mar), 2015","August, 2015",Monoammonium Phosphate,0.00,0.00
India,Manipur,"Financial Year (Apr - Mar), 2015","August, 2015",Muriate of Potash (MOP) or Potassium Chloride,0.00,0.00
India,Manipur,"Financial Year (Apr - Mar), 2015","August, 2015",Single super Phosphate,0.00,0.00
India,Manipur,"Financial Year (Apr - Mar), 2015","August, 2015",Triple superphosphate,0.00,0.00
India,Manipur,"Financial Year (Apr - Mar), 2015","August, 2015",UREA,0.00,0.00
India,Manipur,"Financial Year (Apr - Mar), 2015","August, 2015","nitrogen, phosphorus, and potassium",0.00,0.00
India,Meghalaya,"Financial Year (Apr - Mar), 2015","August, 2015",Diammonium Phosphate,0.00,0.00
India,Meghalaya,"Financial Year (Apr - Mar), 2015","August, 2015",Monoammonium Phosphate,0.00,0.00
India,Meghalaya,"Financial Year (Apr - Mar), 2015","August, 2015",Muriate of Potash (MOP) or Potassium Chloride,0.00,0.00
India,Meghalaya,"Financial Year (Apr - Mar), 2015","August, 2015",Single super Phosphate,0.00,0.00
India,Meghalaya,"Financial Year (Apr - Mar), 2015","August, 2015",Triple superphosphate,0.00,0.00
India,Meghalaya,"Financial Year (Apr - Mar), 2015","August, 2015",UREA,0.00,0.00
India,Meghalaya,"Financial Year (Apr - Mar), 2015","August, 2015","nitrogen, phosphorus, and potassium",0.00,0.00
India,Mizoram,"Financial Year (Apr - Mar), 2015","August, 2015",Diammonium Phosphate,0.00,0.00
India,Mizoram,"Financial Year (Apr - Mar), 2015","August, 2015",Monoammonium Phosphate,0.00,0.00
India,Mizoram,"Financial Year (Apr - Mar), 2015","August, 2015",Muriate of Potash (MOP) or Potassium Chloride,0.00,0.00
India,Mizoram,"Financial Year (Apr - Mar), 2015","August, 2015",Single super Phosphate,0.00,0.00
India,Mizoram,"Financial Year (Apr - Mar), 2015","August, 2015",Triple superphosphate,0.00,0.00
India,Mizoram,"Financial Year (Apr - Mar), 2015","August, 2015",UREA,0.00,0.00
India,Mizoram,"Financial Year (Apr - Mar), 2015","August, 2015","nitrogen, phosphorus, and potassium",0.00,0.00
India,Nagaland,"Financial Year (Apr - Mar), 2015","August, 2015",Diammonium Phosphate,0.00,0.00
India,Nagaland,"Financial Year (Apr - Mar), 2015","August, 2015",Monoammonium Phosphate,0.00,0.00
India,Nagaland,"Financial Year (Apr - Mar), 2015","August, 2015",Muriate of Potash (MOP) or Potassium Chloride,0.00,0.00
India,Nagaland,"Financial Year (Apr - Mar), 2015","August, 2015",Single super Phosphate,0.00,0.00
India,Nagaland,"Financial Year (Apr - Mar), 2015","August, 2015",Triple superphosphate,0.00,0.00
India,Nagaland,"Financial Year (Apr - Mar), 2015","August, 2015",UREA,0.00,0.00
India,Nagaland,"Financial Year (Apr - Mar), 2015","August, 2015","nitrogen, phosphorus, and potassium",0.00,0.00
India,Odisha,"Financial Year (Apr - Mar), 2015","August, 2015",Diammonium Phosphate,0.00,4622.75
India,Odisha,"Financial Year (Apr - Mar), 2015","August, 2015",Monoammonium Phosphate,0.00,0.00
India,Odisha,"Financial Year (Apr - Mar), 2015","August, 2015",Muriate of Potash (MOP) or Potassium Chloride,0.00,5326.50
India,Odisha,"Financial Year (Apr - Mar), 2015","August, 2015",Single super Phosphate,0.00,0.00
India,Odisha,"Financial Year (Apr - Mar), 2015","August, 2015",Triple superphosphate,0.00,0.00
India,Odisha,"Financial Year (Apr - Mar), 2015","August, 2015",UREA,0.00,8716.85
India,Odisha,"Financial Year (Apr - Mar), 2015","August, 2015","nitrogen, phosphorus, and potassium",0.00,20207.05
India,Puducherry,"Financial Year (Apr - Mar), 2015","August, 2015",Diammonium Phosphate,0.00,36.00
India,Puducherry,"Financial Year (Apr - Mar), 2015","August, 2015",Monoammonium Phosphate,0.00,0.00
India,Puducherry,"Financial Year (Apr - Mar), 2015","August, 2015",Muriate of Potash (MOP) or Potassium Chloride,0.00,33.15
India,Puducherry,"Financial Year (Apr - Mar), 2015","August, 2015",Single super Phosphate,0.00,0.00
India,Puducherry,"Financial Year (Apr - Mar), 2015","August, 2015",Triple superphosphate,0.00,0.00
India,Puducherry,"Financial Year (Apr - Mar), 2015","August, 2015",UREA,0.00,0.00
India,Puducherry,"Financial Year (Apr - Mar), 2015","August, 2015","nitrogen, phosphorus, and potassium",0.00,636.80
India,Punjab,"Financial Year (Apr - Mar), 2015","August, 2015",Diammonium Phosphate,0.00,18837.00
India,Punjab,"Financial Year (Apr - Mar), 2015","August, 2015",Monoammonium Phosphate,0.00,0.00
India,Punjab,"Financial Year (Apr - Mar), 2015","August, 2015",Muriate of Potash (MOP) or Potassium Chloride,0.00,14253.45
India,Punjab,"Financial Year (Apr - Mar), 2015","August, 2015",Single super Phosphate,0.00,0.00
India,Punjab,"Financial Year (Apr - Mar), 2015","August, 2015",Triple superphosphate,0.00,3355.30
India,Punjab,"Financial Year (Apr - Mar), 2015","August, 2015",UREA,0.00,13641.65
India,Punjab,"Financial Year (Apr - Mar), 2015","August, 2015","nitrogen, phosphorus, and potassium",0.00,2067.95
India,Rajasthan,"Financial Year (Apr - Mar), 2015","August, 2015",Diammonium Phosphate,0.00,757.70
India,Rajasthan,"Financial Year (Apr - Mar), 2015","August, 2015",Monoammonium Phosphate,0.00,0.00
India,Rajasthan,"Financial Year (Apr - Mar), 2015","August, 2015",Muriate of Potash (MOP) or Potassium Chloride,0.00,5645.95
India,Rajasthan,"Financial Year (Apr - Mar), 2015","August, 2015",Single super Phosphate,0.00,0.00
India,Rajasthan,"Financial Year (Apr - Mar), 2015","August, 2015",Triple superphosphate,0.00,3526.25
India,Rajasthan,"Financial Year (Apr - Mar), 2015","August, 2015",UREA,0.00,6186.15
India,Rajasthan,"Financial Year (Apr - Mar), 2015","August, 2015","nitrogen, phosphorus, and potassium",0.00,1209.05
India,Tamil Nadu,"Financial Year (Apr - Mar), 2015","August, 2015",Diammonium Phosphate,0.00,10466.85
India,Tamil Nadu,"Financial Year (Apr - Mar), 2015","August, 2015",Monoammonium Phosphate,0.00,0.00
India,Tamil Nadu,"Financial Year (Apr - Mar), 2015","August, 2015",Muriate of Potash (MOP) or Potassium Chloride,0.00,7343.90
India,Tamil Nadu,"Financial Year (Apr - Mar), 2015","August, 2015",Single super Phosphate,0.00,0.00
India,Tamil Nadu,"Financial Year (Apr - Mar), 2015","August, 2015",Triple superphosphate,0.00,0.00
India,Tamil Nadu,"Financial Year (Apr - Mar), 2015","August, 2015",UREA,0.00,1336.43
India,Tamil Nadu,"Financial Year (Apr - Mar), 2015","August, 2015","nitrogen, phosphorus, and potassium",0.00,28648.07
India,Telangana,"Financial Year (Apr - Mar), 2015","August, 2015",Diammonium Phosphate,40000.00,9625.40
India,Telangana,"Financial Year (Apr - Mar), 2015","August, 2015",Monoammonium Phosphate,0.00,0.00
India,Telangana,"Financial Year (Apr - Mar), 2015","August, 2015",Muriate of Potash (MOP) or Potassium Chloride,10000.00,7485.20
India,Telangana,"Financial Year (Apr - Mar), 2015","August, 2015",Single super Phosphate,0.00,0.00
India,Telangana,"Financial Year (Apr - Mar), 2015","August, 2015",Triple superphosphate,0.00,0.00
India,Telangana,"Financial Year (Apr - Mar), 2015","August, 2015",UREA,100000.00,13268.35
India,Telangana,"Financial Year (Apr - Mar), 2015","August, 2015","nitrogen, phosphorus, and potassium",100000.00,35213.97
India,The Dadra And Nagar Haveli And Daman And Diu,"Financial Year (Apr - Mar), 2015","August, 2015",Diammonium Phosphate,0.00,18.55
India,The Dadra And Nagar Haveli And Daman And Diu,"Financial Year (Apr - Mar), 2015","August, 2015",Monoammonium Phosphate,0.00,0.00
India,The Dadra And Nagar Haveli And Daman And Diu,"Financial Year (Apr - Mar), 2015","August, 2015",Muriate of Potash (MOP) or Potassium Chloride,0.00,0.00
India,The Dadra And Nagar Haveli And Daman And Diu,"Financial Year (Apr - Mar), 2015","August, 2015",Single super Phosphate,0.00,0.00
India,The Dadra And Nagar Haveli And Daman And Diu,"Financial Year (Apr - Mar), 2015","August, 2015",Triple superphosphate,0.00,0.00
India,The Dadra And Nagar Haveli And Daman And Diu,"Financial Year (Apr - Mar), 2015","August, 2015",UREA,0.00,5.75
India,The Dadra And Nagar Haveli And Daman And Diu,"Financial Year (Apr - Mar), 2015","August, 2015","nitrogen, phosphorus, and potassium",0.00,16.40
India,Tripura,"Financial Year (Apr - Mar), 2015","August, 2015",Diammonium Phosphate,0.00,3.55
India,Tripura,"Financial Year (Apr - Mar), 2015","August, 2015",Monoammonium Phosphate,0.00,0.00
India,Tripura,"Financial Year (Apr - Mar), 2015","August, 2015",Muriate of Potash (MOP) or Potassium Chloride,0.00,0.00
India,Tripura,"Financial Year (Apr - Mar), 2015","August, 2015",Single super Phosphate,0.00,0.00
India,Tripura,"Financial Year (Apr - Mar), 2015","August, 2015",Triple superphosphate,0.00,0.00
India,Tripura,"Financial Year (Apr - Mar), 2015","August, 2015",UREA,0.00,0.00
India,Tripura,"Financial Year (Apr - Mar), 2015","August, 2015","nitrogen, phosphorus, and potassium",0.00,5.65
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2015","August, 2015",Diammonium Phosphate,140000.00,65861.18
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2015","August, 2015",Monoammonium Phosphate,0.00,0.00
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2015","August, 2015",Muriate of Potash (MOP) or Potassium Chloride,25000.00,38052.20
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2015","August, 2015",Single super Phosphate,0.00,0.00
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2015","August, 2015",Triple superphosphate,0.00,16125.25
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2015","August, 2015",UREA,500000.00,173946.65
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2015","August, 2015","nitrogen, phosphorus, and potassium",100000.00,34977.20
India,Uttarakhand,"Financial Year (Apr - Mar), 2015","August, 2015",Diammonium Phosphate,0.00,251.05
India,Uttarakhand,"Financial Year (Apr - Mar), 2015","August, 2015",Monoammonium Phosphate,0.00,0.00
India,Uttarakhand,"Financial Year (Apr - Mar), 2015","August, 2015",Muriate of Potash (MOP) or Potassium Chloride,0.00,0.30
India,Uttarakhand,"Financial Year (Apr - Mar), 2015","August, 2015",Single super Phosphate,0.00,0.00
India,Uttarakhand,"Financial Year (Apr - Mar), 2015","August, 2015",Triple superphosphate,0.00,0.00
India,Uttarakhand,"Financial Year (Apr - Mar), 2015","August, 2015",UREA,0.00,2401.15
India,Uttarakhand,"Financial Year (Apr - Mar), 2015","August, 2015","nitrogen, phosphorus, and potassium",0.00,2814.55
India,West Bengal,"Financial Year (Apr - Mar), 2015","August, 2015",Diammonium Phosphate,0.00,2601.01
India,West Bengal,"Financial Year (Apr - Mar), 2015","August, 2015",Monoammonium Phosphate,0.00,0.00
India,West Bengal,"Financial Year (Apr - Mar), 2015","August, 2015",Muriate of Potash (MOP) or Potassium Chloride,0.00,49143.90
India,West Bengal,"Financial Year (Apr - Mar), 2015","August, 2015",Single super Phosphate,0.00,0.00
India,West Bengal,"Financial Year (Apr - Mar), 2015","August, 2015",Triple superphosphate,0.00,7377.55
India,West Bengal,"Financial Year (Apr - Mar), 2015","August, 2015",UREA,0.00,38622.69
India,West Bengal,"Financial Year (Apr - Mar), 2015","August, 2015","nitrogen, phosphorus, and potassium",0.00,96958.93
India,Andaman And Nicobar Islands,"Financial Year (Apr - Mar), 2015","July, 2015",Diammonium Phosphate,0.00,0.00
India,Andaman And Nicobar Islands,"Financial Year (Apr - Mar), 2015","July, 2015",Monoammonium Phosphate,0.00,0.00
India,Andaman And Nicobar Islands,"Financial Year (Apr - Mar), 2015","July, 2015",Muriate of Potash (MOP) or Potassium Chloride,0.00,0.00
India,Andaman And Nicobar Islands,"Financial Year (Apr - Mar), 2015","July, 2015",Single super Phosphate,0.00,0.00
India,Andaman And Nicobar Islands,"Financial Year (Apr - Mar), 2015","July, 2015",Triple superphosphate,0.00,0.00
India,Andaman And Nicobar Islands,"Financial Year (Apr - Mar), 2015","July, 2015",UREA,0.00,0.00
India,Andaman And Nicobar Islands,"Financial Year (Apr - Mar), 2015","July, 2015","nitrogen, phosphorus, and potassium",0.00,0.00
India,Andhra Pradesh,"Financial Year (Apr - Mar), 2015","July, 2015",Diammonium Phosphate,0.00,4466.62
India,Andhra Pradesh,"Financial Year (Apr - Mar), 2015","July, 2015",Monoammonium Phosphate,0.00,0.00
India,Andhra Pradesh,"Financial Year (Apr - Mar), 2015","July, 2015",Muriate of Potash (MOP) or Potassium Chloride,0.00,17390.15
India,Andhra Pradesh,"Financial Year (Apr - Mar), 2015","July, 2015",Single super Phosphate,0.00,0.00
India,Andhra Pradesh,"Financial Year (Apr - Mar), 2015","July, 2015",Triple superphosphate,0.00,0.00
India,Andhra Pradesh,"Financial Year (Apr - Mar), 2015","July, 2015",UREA,0.00,8843.60
India,Andhra Pradesh,"Financial Year (Apr - Mar), 2015","July, 2015","nitrogen, phosphorus, and potassium",0.00,35807.34
India,Arunachal Pradesh,"Financial Year (Apr - Mar), 2015","July, 2015",Diammonium Phosphate,0.00,0.00
India,Arunachal Pradesh,"Financial Year (Apr - Mar), 2015","July, 2015",Monoammonium Phosphate,0.00,0.00
India,Arunachal Pradesh,"Financial Year (Apr - Mar), 2015","July, 2015",Muriate of Potash (MOP) or Potassium Chloride,0.00,0.00
India,Arunachal Pradesh,"Financial Year (Apr - Mar), 2015","July, 2015",Single super Phosphate,0.00,0.00
India,Arunachal Pradesh,"Financial Year (Apr - Mar), 2015","July, 2015",Triple superphosphate,0.00,0.00
India,Arunachal Pradesh,"Financial Year (Apr - Mar), 2015","July, 2015",UREA,0.00,0.00
India,Arunachal Pradesh,"Financial Year (Apr - Mar), 2015","July, 2015","nitrogen, phosphorus, and potassium",0.00,0.00
India,Assam,"Financial Year (Apr - Mar), 2015","July, 2015",Diammonium Phosphate,0.00,3885.10
India,Assam,"Financial Year (Apr - Mar), 2015","July, 2015",Monoammonium Phosphate,0.00,0.00
India,Assam,"Financial Year (Apr - Mar), 2015","July, 2015",Muriate of Potash (MOP) or Potassium Chloride,0.00,11247.80
India,Assam,"Financial Year (Apr - Mar), 2015","July, 2015",Single super Phosphate,0.00,0.00
India,Assam,"Financial Year (Apr - Mar), 2015","July, 2015",Triple superphosphate,0.00,0.00
India,Assam,"Financial Year (Apr - Mar), 2015","July, 2015",UREA,0.00,2479.20
India,Assam,"Financial Year (Apr - Mar), 2015","July, 2015","nitrogen, phosphorus, and potassium",0.00,1443.90
India,Bihar,"Financial Year (Apr - Mar), 2015","July, 2015",Diammonium Phosphate,0.00,5236.35
India,Bihar,"Financial Year (Apr - Mar), 2015","July, 2015",Monoammonium Phosphate,0.00,0.00
India,Bihar,"Financial Year (Apr - Mar), 2015","July, 2015",Muriate of Potash (MOP) or Potassium Chloride,0.00,22863.05
India,Bihar,"Financial Year (Apr - Mar), 2015","July, 2015",Single super Phosphate,0.00,0.00
India,Bihar,"Financial Year (Apr - Mar), 2015","July, 2015",Triple superphosphate,0.00,7673.75
India,Bihar,"Financial Year (Apr - Mar), 2015","July, 2015",UREA,0.00,2378.70
India,Bihar,"Financial Year (Apr - Mar), 2015","July, 2015","nitrogen, phosphorus, and potassium",0.00,21715.90
India,Chandigarh,"Financial Year (Apr - Mar), 2015","July, 2015",Diammonium Phosphate,0.00,0.00
India,Chandigarh,"Financial Year (Apr - Mar), 2015","July, 2015",Monoammonium Phosphate,0.00,0.00
India,Chandigarh,"Financial Year (Apr - Mar), 2015","July, 2015",Muriate of Potash (MOP) or Potassium Chloride,0.00,0.00
India,Chandigarh,"Financial Year (Apr - Mar), 2015","July, 2015",Single super Phosphate,0.00,0.00
India,Chandigarh,"Financial Year (Apr - Mar), 2015","July, 2015",Triple superphosphate,0.00,0.00
India,Chandigarh,"Financial Year (Apr - Mar), 2015","July, 2015",UREA,0.00,0.00
India,Chandigarh,"Financial Year (Apr - Mar), 2015","July, 2015","nitrogen, phosphorus, and potassium",0.00,0.00
India,Chhattisgarh,"Financial Year (Apr - Mar), 2015","July, 2015",Diammonium Phosphate,0.00,678.80
India,Chhattisgarh,"Financial Year (Apr - Mar), 2015","July, 2015",Monoammonium Phosphate,0.00,0.00
India,Chhattisgarh,"Financial Year (Apr - Mar), 2015","July, 2015",Muriate of Potash (MOP) or Potassium Chloride,0.00,9159.50
India,Chhattisgarh,"Financial Year (Apr - Mar), 2015","July, 2015",Single super Phosphate,0.00,0.00
India,Chhattisgarh,"Financial Year (Apr - Mar), 2015","July, 2015",Triple superphosphate,0.00,3858.25
India,Chhattisgarh,"Financial Year (Apr - Mar), 2015","July, 2015",UREA,0.00,4268.60
India,Chhattisgarh,"Financial Year (Apr - Mar), 2015","July, 2015","nitrogen, phosphorus, and potassium",0.00,7305.84
India,Delhi,"Financial Year (Apr - Mar), 2015","July, 2015",Diammonium Phosphate,0.00,0.00
India,Delhi,"Financial Year (Apr - Mar), 2015","July, 2015",Monoammonium Phosphate,0.00,0.00
India,Delhi,"Financial Year (Apr - Mar), 2015","July, 2015",Muriate of Potash (MOP) or Potassium Chloride,0.00,0.00
India,Delhi,"Financial Year (Apr - Mar), 2015","July, 2015",Single super Phosphate,0.00,0.00
India,Delhi,"Financial Year (Apr - Mar), 2015","July, 2015",Triple superphosphate,0.00,0.00
India,Delhi,"Financial Year (Apr - Mar), 2015","July, 2015",UREA,300.00,0.00
India,Delhi,"Financial Year (Apr - Mar), 2015","July, 2015","nitrogen, phosphorus, and potassium",0.00,0.00
India,Goa,"Financial Year (Apr - Mar), 2015","July, 2015",Diammonium Phosphate,0.00,18.50
India,Goa,"Financial Year (Apr - Mar), 2015","July, 2015",Monoammonium Phosphate,0.00,0.00
India,Goa,"Financial Year (Apr - Mar), 2015","July, 2015",Muriate of Potash (MOP) or Potassium Chloride,0.00,0.00
India,Goa,"Financial Year (Apr - Mar), 2015","July, 2015",Single super Phosphate,0.00,0.00
India,Goa,"Financial Year (Apr - Mar), 2015","July, 2015",Triple superphosphate,0.00,0.00
India,Goa,"Financial Year (Apr - Mar), 2015","July, 2015",UREA,0.00,0.00
India,Goa,"Financial Year (Apr - Mar), 2015","July, 2015","nitrogen, phosphorus, and potassium",0.00,16.70
India,Gujarat,"Financial Year (Apr - Mar), 2015","July, 2015",Diammonium Phosphate,0.00,21837.68
